system_id,name,purpose,parent_domain,affected_populations,affected_institutions,scope,classification,architecture_decision,authoritative_institution_requirement,major_dependencies,sensitive_data_classes,failure_abuse_consequences,human_rights_implications,required_specialists,required_standards,assurance_certification,accessibility_nondigital_alternatives,deployment_operating_model,lifecycle_status,maturity_target_y5,maturity_target_y10,maturity_target_y20,first_wave_funding_status,doc11_mapping,never_centralize_globally,notes
H-ORG-004,Agency directory federation,Agency directories,horizontal.org_authority_registries,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,federate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,framework-only,GC-CP,false,
H-AUD-001,Append-only audit event bus,Audit events,horizontal.audit_fraud_appeals,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,4,6,7,partial,CP-AUD,false,
H-AUD-002,Fraud detection workbench,Investigations,horizontal.audit_fraud_appeals,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,CP-AUD,false,
H-AUD-003,Appeals remediation case system,Appeals,horizontal.audit_fraud_appeals,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,CP-AUD,false,
H-AUD-004,Investigation evidence chain,Chain of custody,horizontal.audit_fraud_appeals,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,CP-AUD,false,
H-AI-001,Model inventory evaluation registry,Model tracking,horizontal.ai_governance,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,SA-AS,false,
H-AI-002,Human-in-the-loop gate service,Human review gates,horizontal.ai_governance,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,SA-AS,false,
H-AI-003,AI incident reporting system,AI harms,horizontal.ai_governance,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,5,framework-only,SA-AS,false,
H-AI-004,Prompt data leakage controls,Leakage controls,horizontal.ai_governance,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,SA-AS,false,
H-SEC-001,Secure SDLC supply-chain pipeline,Build provenance,horizontal.security_resilience,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,4,6,7,partial,SA-AS/OE-OP,false,
H-SEC-002,SOC monitoring federation,Monitoring,horizontal.security_resilience,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,multi-impl,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,7,partial,SA-AS/OE-OP,false,
H-SEC-003,Incident response coordination,Cross-operator IR,horizontal.security_resilience,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,7,partial,SA-AS/OE-OP,false,
H-SEC-004,Backup DR orchestrator,DR,horizontal.security_resilience,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,multi-impl,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,7,partial,SA-AS/OE-OP,false,
H-SEC-005,Cryptographic migration planner,Algo agility,horizontal.security_resilience,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,standards,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,framework-only,SA-AS/OE-OP,false,
H-SEC-006,Pentest resilience exercise mgmt,Recurring tests,horizontal.security_resilience,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,SA-AS/OE-OP,false,
H-SEC-007,Certificate trust-anchor diversity,Trust diversity,horizontal.security_resilience,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,federate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,7,partial,SA-AS/OE-OP,false,
H-A11Y-001,Accessibility conformance platform,WCAG tracking,horizontal.accessibility_localization,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,7,partial,AL-LOC,false,
H-A11Y-002,Localization translation TMS,Translations,horizontal.accessibility_localization,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,7,partial,AL-LOC,false,
H-A11Y-003,Assisted-access case network,Human assistance,horizontal.accessibility_localization,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,AL-LOC,false,
H-A11Y-004,Low-connectivity offline sync kits,Poor connectivity,horizontal.accessibility_localization,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,framework-only,AL-LOC,false,
H-API-001,Public API gateway developer portal,Public APIs,horizontal.apis_standards_interop,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,4,6,7,partial,GC-CP,false,
H-API-002,Conformance test suite,Certify impls,horizontal.apis_standards_interop,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,7,partial,GC-CP,false,
H-API-003,App certification registry,Third-party apps,horizontal.apis_standards_interop,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,2,4,6,framework-only,GC-CP,false,
H-API-004,Event notification bus interop,Events,horizontal.apis_standards_interop,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,7,partial,GC-CP,false,
H-OPS-001,Operator certification system,Admit/remove operators,horizontal.deployment_federation_ops,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,4,6,7,partial,OE-OP/OR-OP,false,
H-OPS-002,Federation directory topology,Discovery,horizontal.deployment_federation_ops,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,operate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,4,6,7,partial,OE-OP/OR-OP,false,
H-OPS-003,Replication consensus protocol stack,Consistency,horizontal.deployment_federation_ops,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,7,partial,OE-OP/OR-OP,false,
H-OPS-004,Regional app data plane templates,Regional deploy,horizontal.deployment_federation_ops,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,reference,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,OE-OP/OR-OP,false,
H-OPS-005,Update authority diversity protocol,Update trust,horizontal.deployment_federation_ops,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,federate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,7,partial,OE-OP/OR-OP,false,
H-OPS-006,DNS naming diversity controls,Naming resilience,horizontal.deployment_federation_ops,residents_and_institutions,governments_operators_partners,jurisdictional,shared-core,federate,jurisdictional_authority,identity;privacy;security;records,pii;domain_sensitive,service_outage;rights_harm;trust_loss,access;privacy;non_discrimination;due_process,domain_specialists;engineers;counsel,open_interop;security_baselines,security_privacy_a11y_review,required_for_claimed_services,federated_multi_operator,planned,3,5,6,partial,OE-OP/OR-OP,false,
